# -------------------------------------------------------------------------------------------------------------------------------
# For editing this interpretive rules reference file, these values can all be used for targeting antibiotics:
# aminoglycosides, aminopenicillins, antifungals, antimycobacterials, betalactams, betalactams_with_inhibitor, carbapenems, cephalosporins, cephalosporins_1st, cephalosporins_2nd, cephalosporins_3rd, cephalosporins_4th, cephalosporins_5th, cephalosporins_except_CAZ, fluoroquinolones, glycopeptides, glycopeptides_except_lipo, lincosamides, lipoglycopeptides, macrolides, oxazolidinones, penicillins, polymyxins, quinolones, streptogramins, tetracyclines, tetracyclines_except_TGC, trimethoprims, ureidopenicillins
# and all separate EARS-Net letter codes such as AMC. They can be separated by comma: 'AMC, fluoroquinolones'.
# The 'if_mo_property' column can be any column name from the AMR::microorganisms data set, or 'genus_species' or 'gramstain'. If 'this_value' exists in AMR::microorganisms.groups$mo_group_name it will be expanded in interpretive_rules() to all relevant species occuring in microorganisms.groups$mo_name before further processing of the line in this file.
# The like.is.one_of column must be 'like' or 'is' or 'one_of' ('like' will read the 'this_value' column as regular expression)
# The EUCAST guideline contains references to the 'Burkholderia cepacia complex'. All species in this group are noted on the 'B.cepacia' sheet of the EUCAST Clinical Breakpoint v.10.0 Excel file of 2020 and later
# >>>>> IF YOU WANT TO IMPORT THIS FILE INTO YOUR OWN SOFTWARE, HAVE THE FIRST 9 LINES SKIPPED <<<<<
# -------------------------------------------------------------------------------------------------------------------------------
rule.provider	reference.rule_group	reference.version	reference.rule	if_mo_property	like.is.one_of	this_value	and_these_antibiotics	have_these_values	then_change_these_antibiotics	to_value	note
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	PEN	S	AMC, AMP, AMX, BPR, CFM, CPD, CPT, CRO, CTX, CXM, CZT, DOR, ETP, FEP, IMR, IPM, MEM, MEV, OXA, PEN, PHN, PHN, PIP, PIP, SAM, TZP, TZP	S	x <- unique(clinical_breakpoints$ab[which(clinical_breakpoints$guideline == "EUCAST 2026" & clinical_breakpoints$mo == as.mo("S. pneumoniae") & clinical_breakpoints$ab != as.ab("cefaclor"))]); sort(c(x[x %in% betalactams()], "SAM", "PIP", "TZP", "PHN", "IMR", "MEV")) |> toString()
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	OXA-S	S	CEC	I	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	PEN	S	CEC	I	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	OXA-S	R	PEN, PHN	R	from flowchart: when OXA < 20 or PEN > 0.06
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	PEN	R	PHN	R	from flowchart: when OXA < 20 or PEN > 0.06
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	AMP	S	AMX, AMC, SAM, PIP, TZP	S	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	AMP	I	AMX, AMC, SAM, PIP, TZP	I	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	AMP	R	AMX, AMC, SAM, PIP, TZP	R	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	NOR-S	S	MFX	S	does not explicitly state that it is for other fluoroquinolones
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	NOR-S	S	LVX	I	does not explicitly state that it is for other fluoroquinolones
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	NOR-S	R	MFX, LVX	R	does not explicitly state that it is for other fluoroquinolones
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	ERY	S	AZM, CLR, RXT	S	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	ERY	R	AZM, CLR, RXT	R	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	TCY-S	S	DOX, MNO	S	
EUCAST	Breakpoints	16	Streptococcus pneumoniae	genus_species	is	Streptococcus pneumoniae	TCY-S	R	DOX, MNO	R	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	PEF-S	S	CIP, LVX	S	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	PEF-S	I	CIP, LVX	I	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	PEF-S	R	CIP, LVX	R	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	ERY	S	AZM	S	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	ERY	I	AZM	I	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	ERY	R	AZM	R	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	TCY-S	S	DOX	S	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	TCY-S	I	DOX	I	
EUCAST	Breakpoints	16	Vibrio spp.	genus	is	Vibrio	TCY-S	R	DOX	R	
EUCAST	Breakpoints	16	Viridans group streptococci	genus_species	one_of	Viridans Group Streptococcus (VGS)	PEN-S	S	AMC, AMP, AMX, CPD, CPT, CRO, CTX, CXM, DOR, ETP, FEP, IMR, IPM, MEM, MEV, OXA, PEN, PIP, SAM, TZP	S	MO group name will be expanded in eucast_rules()
EUCAST	Breakpoints	16	Viridans group streptococci	genus_species	one_of	Viridans Group Streptococcus (VGS)	PEN-S	R	AMC, AMP, AMX, CPD, CPT, CRO, CTX, CXM, DOR, ETP, FEP, IMR, IPM, MEM, MEV, OXA, PEN, PIP, SAM, TZP	R	MO group name will be expanded in eucast_rules()
EUCAST	Breakpoints	16	Viridans group streptococci	genus_species	one_of	Viridans Group Streptococcus (VGS)	AMP	S	AMX, AMC, SAM, PIP, TZP	S	MO group name will be expanded in eucast_rules()
EUCAST	Breakpoints	16	Viridans group streptococci	genus_species	one_of	Viridans Group Streptococcus (VGS)	AMP	I	AMX, AMC, SAM, PIP, TZP	I	MO group name will be expanded in eucast_rules()
EUCAST	Breakpoints	16	Viridans group streptococci	genus_species	one_of	Viridans Group Streptococcus (VGS)	AMP	R	AMX, AMC, SAM, PIP, TZP	R	MO group name will be expanded in eucast_rules()
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	AMP	S	AMX	S	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	AMP	I	AMX	I	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	AMP	R	AMX	R	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	CIP	S	LVX	S	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	CIP	I	LVX	I	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	CIP	R	LVX	R	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	NOR-S	S	fluoroquinolones	S	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	NOR-S	I	fluoroquinolones	I	
EUCAST	Breakpoints	13.1	Aerococcus sanguinicola/urinae	genus_species	is	Aerococcus sanguinicola, Aerococcus urinae	NOR-S	R	fluoroquinolones	R	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus	is	Prevotella	PEN	S	AMC, AMP, AMX, ETP, IPM, MEM, PEN, PIP, SAM, TZP	S	x <- c(unique(clinical_breakpoints$ab[which(clinical_breakpoints$guideline == "EUCAST 2026" & mo_genus(clinical_breakpoints$mo) == "Prevotella")]), "AMP", "SAM", "AMX", "AMC", "PIP", "ETP", "IPM"); sort(x[x %in% betalactams()]) |> toString()
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus	is	Prevotella	AMP	S	AMX	S	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus	is	Prevotella	AMP	I	AMX	I	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus	is	Prevotella	AMP	R	AMX	R	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Fusobacterium necrophorum	PEN	S	AMC, AMP, AMX, ETP, IPM, MEM, PEN, PIP, SAM, TZP	S	x <- c(unique(clinical_breakpoints$ab[which(clinical_breakpoints$guideline == "EUCAST 2026" & clinical_breakpoints$mo == as.mo("Fusobacterium necrophorum"))]), "AMP", "SAM", "AMX", "AMC", "PIP", "ETP", "IPM"); sort(x[x %in% betalactams()]) |> toString()
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Fusobacterium necrophorum	AMP	S	AMX	S	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Fusobacterium necrophorum	AMP	I	AMX	I	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Fusobacterium necrophorum	AMP	R	AMX	R	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Clostridium perfringens	PEN	S	AMC, AMP, AMX, ETP, IPM, MEM, PEN, PIP, SAM, TZP	S	x <- c(unique(clinical_breakpoints$ab[which(clinical_breakpoints$guideline == "EUCAST 2026" & clinical_breakpoints$mo == as.mo("Clostridium perfringensm"))]), "AMP", "SAM", "AMX", "AMC", "PIP", "ETP", "IPM"); sort(x[x %in% betalactams()]) |> toString()
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Clostridium perfringens	AMP	S	AMX	S	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Clostridium perfringens	AMP	I	AMX	I	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Clostridium perfringens	AMP	R	AMX	R	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	PEN	S	AMC, AMP, AMX, CRO, CTX, ETP, IPM, MEM, PEN, PIP, SAM, TZP	S	x <- c(unique(clinical_breakpoints$ab[which(clinical_breakpoints$guideline == "EUCAST 2026" & clinical_breakpoints$mo == as.mo("Cutibacterium acnes"))]), "AMP", "SAM", "AMX", "AMC", "PIP", "ETP", "IPM", "TZP", "CTX", "CRO"); sort(x[x %in% betalactams()]) |> toString()
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	AMP	S	AMX	S	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	AMP	I	AMX	I	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	AMP	R	AMX	R	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	CTX	S	CRO	S	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	CTX	I	CRO	I	
EUCAST	Breakpoints	13.1	Anaerobic bacteria	genus_species	is	Cutibacterium acnes	CTX	R	CRO	R	
EUCAST	Breakpoints	13.1	Bacillus	genus	is	Bacillus	NOR-S	S	CIP, LVX	I	
EUCAST	Breakpoints	13.1	Bacillus	genus	is	Bacillus	NOR-S	R	CIP, LVX	R	
EUCAST	Breakpoints	13.1	Burkholderia pseudomallei	genus_species	is	Burkholderia pseudomallei	TCY-S	S	DOX	I	
EUCAST	Breakpoints	13.1	Burkholderia pseudomallei	genus_species	is	Burkholderia pseudomallei	TCY-S	R	DOX	R	
EUCAST	Breakpoints	13.1	Campylobacter coli/jejuni	genus_species	one_of	Campylobacter coli, Campylobacter jejuni	ERY	S	AZM, CLR	S	
EUCAST	Breakpoints	13.1	Campylobacter coli/jejuni	genus_species	one_of	Campylobacter coli, Campylobacter jejuni	ERY	I	AZM, CLR	I	
EUCAST	Breakpoints	13.1	Campylobacter coli/jejuni	genus_species	one_of	Campylobacter coli, Campylobacter jejuni	ERY	R	AZM, CLR	R	
EUCAST	Breakpoints	13.1	Campylobacter coli/jejuni	genus_species	one_of	Campylobacter coli, Campylobacter jejuni	TCY	S	DOX	S	
EUCAST	Breakpoints	13.1	Campylobacter coli/jejuni	genus_species	one_of	Campylobacter coli, Campylobacter jejuni	TCY	I	DOX	I	
EUCAST	Breakpoints	13.1	Campylobacter coli/jejuni	genus_species	one_of	Campylobacter coli, Campylobacter jejuni	TCY	R	DOX	R	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	I	AMX	S	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	R	AMX	R	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	S	CTX	S	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	I	CTX	I	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	R	CTX	R	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	I	MEM	S	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	PEN	R	MEM	R	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	TCY	S	DOX	S	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	TCY	I	DOX	I	
EUCAST	Breakpoints	13.1	Corynebacterium diphtheriae/ulcerans	genus_species	one_of	Corynebacterium diphtheriae, Corynebacterium ulcerans	TCY	R	DOX	R	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	AMP	S	AMX	S	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	AMP	I	AMX	I	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	AMP	R	AMX	R	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	LEX	S	CZO	I	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	CFR	S	CZO	I	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	PEF-S	S	fluoroquinolones	S	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	PEF-S	I	fluoroquinolones	I	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	order	is	Enterobacterales	PEF-S	R	fluoroquinolones	R	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	genus_species	is	Yersinia enterocolitica	TCY	S	DOX	S	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	genus_species	is	Yersinia enterocolitica	TCY	I	DOX	I	
EUCAST	Breakpoints	13.1	Enterobacterales (Order)	genus_species	is	Yersinia enterocolitica	TCY	R	DOX	R	
EUCAST	Breakpoints	13.1	Enterococcus	genus	is	Enterococcus	AMP	S	AMP, SAM, AMX, AMC, PIP, TZP	S	
EUCAST	Breakpoints	13.1	Enterococcus	genus	is	Enterococcus	AMP	I	AMP, SAM, AMX, AMC, PIP, TZP	I	
EUCAST	Breakpoints	13.1	Enterococcus	genus	is	Enterococcus	AMP	R	AMP, SAM, AMX, AMC, PIP, TZP	R	
EUCAST	Breakpoints	13.1	Enterococcus	genus	is	Enterococcus	NOR-S	S	CIP, LVX	S	
EUCAST	Breakpoints	13.1	Enterococcus	genus	is	Enterococcus	NOR-S	I	CIP, LVX	I	
EUCAST	Breakpoints	13.1	Enterococcus	genus	is	Enterococcus	NOR-S	R	CIP, LVX	R	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	PEN-S	S	AMC, AMP, AMX, CFM, CPD, CPT, CRO, CTB, CTX, CXM, CZT, DOR, ETP, FEP, IMR, IPM, MEM, MEV, PEN, SAM, TZP	S	x <- c(unique(clinical_breakpoints$ab[which(clinical_breakpoints$guideline == "EUCAST 2022" & clinical_breakpoints$mo == as.mo("H. influenzae"))]), "IMR", "MEV"); sort(x[x %in% betalactams()])
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	PEN-S, BLA-S	R, R	AMP, AMX, PIP	R	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	AMC	S	SAM	S	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	AMC	I	SAM	I	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	AMC	R	SAM	R	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	NAL-S	S	CIP, LVX, MFX, OFX	S	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	NAL-S	I	CIP, LVX, MFX, OFX	I	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	NAL-S	R	CIP, LVX, MFX, OFX	R	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	TCY	S	DOX, MNO	S	
EUCAST	Breakpoints	13.1	Haemophilus influenzae	genus_species	is	Haemophilus influenzae	TCY	R	DOX, MNO	R	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	BLA-S	R	PEN, AMP, AMX	R	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	PEN	S	AMP, AMX	S	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	PEN	I	AMP, AMX	I	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	PEN	R	AMP, AMX	R	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	ERY	S	AZM, CLR	S	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	ERY	I	AZM, CLR	I	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	ERY	R	AZM, CLR	R	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	TCY	S	DOX	S	
EUCAST	Breakpoints	13.1	Kingella kingae	genus_species	is	Kingella kingae	TCY	R	DOX	R	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	BLA-S	R	AMP, AMX, APL, APX, AZD, AZL, BAM, BNB, BNP, CIC, CLM, CLO, CRB, CRN, DIC, EPC, FLC, HET, LEN, MEC, MET, MEZ, MTM, NAF, OXA, PEN, PHE, PHN, PIP, PME, PNM, PRB, PRC, PRP, PVM, SBC, SLT6, SRX, TAL, TEM, TIC	R	penicillins()[!penicillins() %in% betalactams_with_inhibitor()]
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	AMC	S	TZP	S	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	AMC	I	TZP	I	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	AMC	R	TZP	R	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	NAL-S	S	CIP, LVX, MFX, OFX	S	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	NAL-S	R	CIP, LVX, MFX, OFX	R	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	ERY	S	AZM, CLR, RXT	S	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	ERY	R	AZM, CLR, RXT	R	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	TCY	S	DOX, MNO	S	
EUCAST	Breakpoints	13.1	Moraxella catarrhalis	genus_species	is	Moraxella catarrhalis	TCY	R	DOX, MNO	R	
EUCAST	Breakpoints	13.1	Neisseria gonorrhoeae	genus_species	is	Neisseria gonorrhoeae	BLA-S	R	AMP, AMX	R	
EUCAST	Breakpoints	13.1	Neisseria gonorrhoeae	genus_species	is	Neisseria gonorrhoeae	BLA-S, PEN	S, S	AMP, AMX	S	
EUCAST	Breakpoints	13.1	Neisseria gonorrhoeae	genus_species	is	Neisseria gonorrhoeae	BLA-S, PEN	S, I	AMP, AMX	I	
EUCAST	Breakpoints	13.1	Neisseria gonorrhoeae	genus_species	is	Neisseria gonorrhoeae	BLA-S, PEN	S, R	AMP, AMX	R	
EUCAST	Breakpoints	13.1	Neisseria meningitidis	genus_species	is	Neisseria meningitidis	TCY-S	S	MNO	S	
EUCAST	Breakpoints	13.1	Neisseria meningitidis	genus_species	is	Neisseria meningitidis	TCY-S	I	MNO	I	
EUCAST	Breakpoints	13.1	Neisseria meningitidis	genus_species	is	Neisseria meningitidis	TCY-S	R	MNO	R	
EUCAST	Breakpoints	13.1	Neisseria meningitidis	genus_species	is	Pasteurella multocida	TCY-S	S	DOX	S	
EUCAST	Breakpoints	13.1	Neisseria meningitidis	genus_species	is	Pasteurella multocida	TCY-S	I	DOX	I	
EUCAST	Breakpoints	13.1	Neisseria meningitidis	genus_species	is	Pasteurella multocida	TCY-S	R	DOX	R	
EUCAST	Breakpoints	13.1	Pasteurella multocida	genus_species	is	Pasteurella multocida	PEN	S	AMP, AMX	S	
EUCAST	Breakpoints	13.1	Pasteurella multocida	genus_species	is	Pasteurella multocida	PEN	I	AMP, AMX	I	
EUCAST	Breakpoints	13.1	Pasteurella multocida	genus_species	is	Pasteurella multocida	PEN	R	AMP, AMX	R	
EUCAST	Breakpoints	13.1	Pasteurella multocida	genus_species	is	Pasteurella multocida	NAL-S	S	CIP, LVX	S	
EUCAST	Breakpoints	13.1	Pasteurella multocida	genus_species	is	Pasteurella multocida	NAL-S	R	CIP, LVX	R	
EUCAST	Breakpoints	13.1	Staphylococcus	genus_species	is	Staphylococcus aureus	FOX-S	R	penicillins	R	See last sentence: Isolates that test resistant to cefoxitin are resistant to all penicillins
EUCAST	Breakpoints	13.1	Staphylococcus	genus_species	is	Staphylococcus aureus	PEN, FOX-S	S, S	penicillins	S	
EUCAST	Breakpoints	13.1	Staphylococcus	genus_species	is	Staphylococcus aureus	PEN, FOX-S	R, S	betalactams_with_inhibitor, isoxazolylpenicillins, NAF	S	
EUCAST	Breakpoints	13.1	Staphylococcus	genus	is	Staphylococcus	FOX-S	R	PEN, PHN, AMP, AMX, PIP, TIC	R	
EUCAST	Breakpoints	13.1	Staphylococcus	genus_species	is	Staphylococcus saprophyticus	AMP	S	AMP, SAM, AMX, AMC, PIP, TZP	S	
EUCAST	Breakpoints	13.1	Staphylococcus	genus	is	Staphylococcus	FOX-S	S	BPR, CAC, CAT, CCL, CCP, CCV, CCX, CDC, CDR, CEB, CEC, CED, CEM, CEP, CEQ, CFA, CFM, CFM1, CFP, CFR, CFS, CFZ, CHE, CID, CMX, CMZ, CND, CPA, CPC, CPD, CPI, CPL, CPM, CPO, CPR, CPT, CPX, CRD, CRO, CSE, CSL, CSU, CTC, CTF, CTL, CTS, CTT, CTX, CTZ, CXA, CXM, CZD, CZL, CZO, CZP, CZX, DIT, DIX, DIZ, FDC, FEP, FNC, FOV, FOX, FOX-S, FPT, FPZ, HAP, LOR, LTM, MAN, RID, TIO, ZOP	S	sort(c(cephalosporins()[!cephalosporins() %in% as.ab(c("cefalexin", "ceftazidim", "ceftazidim/avibactam", "ceftibuten", "ceftolozan/tazobactam"))]))
EUCAST	Breakpoints	13.1	Staphylococcus	genus	is	Staphylococcus	FOX-S	I	BPR, CAC, CAT, CCL, CCP, CCV, CCX, CDC, CDR, CEB, CEC, CED, CEM, CEP, CEQ, CFA, CFM, CFM1, CFP, CFR, CFS, CFZ, CHE, CID, CMX, CMZ, CND, CPA, CPC, CPD, CPI, CPL, CPM, CPO, CPR, CPT, CPX, CRD, CRO, CSE, CSL, CSU, CTC, CTF, CTL, CTS, CTT, CTX, CTZ, CXA, CXM, CZD, CZL, CZO, CZP, CZX, DIT, DIX, DIZ, FDC, FEP, FNC, FOV, FOX, FOX-S, FPT, FPZ, HAP, LOR, LTM, MAN, RID, TIO, ZOP	I	sort(c(cephalosporins()[!cephalosporins() %in% as.ab(c("cefalexin", "ceftazidim", "ceftazidim/avibactam", "ceftibuten", "ceftolozan/tazobactam"))]))
EUCAST	Breakpoints	13.1	Staphylococcus	genus	is	Staphylococcus	FOX-S	R	BPR, CAC, CAT, CCL, CCP, CCV, CCX, CDC, CDR, CEB, CEC, CED, CEM, CEP, CEQ, CFA, CFM, CFM1, CFP, CFR, CFS, CFZ, CHE, CID, CMX, CMZ, CND, CPA, CPC, CPD, CPI, CPL, CPM, CPO, CPR, CPT, CPX, CRD, CRO, CSE, CSL, CSU, CTC, CTF, CTL, CTS, CTT, CTX, CTZ, CXA, CXM, CZD, CZL, CZO, CZP, CZX, DIT, DIX, DIZ, FDC, FEP, FNC, FOV, FOX, FOX-S, FPT, FPZ, HAP, LOR, LTM, MAN, RID, TIO, ZOP	R	sort(c(cephalosporins()[!cephalosporins() %in% as.ab(c("cefalexin", "ceftazidim", "ceftazidim/avibactam", "ceftibuten", "ceftolozan/tazobactam"))]))
EUCAST	Breakpoints	13.1	Staphylococcus	genus_species	one_of	Staphylococcus pseudintermedius, Staphylococcus schleiferi, Staphylococcus coagulans	OXA-S	R	PEN, PHN, AMP, AMX, PIP, TIC	R	
EUCAST	Breakpoints	13.1	Staphylococcus	genus_species	one_of	Staphylococcus pseudintermedius, Staphylococcus schleiferi, Staphylococcus coagulans	OXA-S	S	BPR, CAC, CAT, CCL, CCP, CCV, CCX, CDC, CDR, CEB, CEC, CED, CEM, CEP, CEQ, CFA, CFM, CFM1, CFP, CFR, CFS, CFZ, CHE, CID, CMX, CMZ, CND, CPA, CPC, CPD, CPI, CPL, CPM, CPO, CPR, CPT, CPX, CRD, CRO, CSE, CSL, CSU, CTC, CTF, CTL, CTS, CTT, CTX, CTZ, CXA, CXM, CZD, CZL, CZO, CZP, CZX, DIT, DIX, DIZ, FDC, FEP, FNC, FOV, FOX, FOX-S, FPT, FPZ, HAP, LOR, LTM, MAN, RID, TIO, ZOP	S	sort(c(cephalosporins()[!cephalosporins() %in% as.ab(c("cefalexin", "ceftazidim", "ceftazidim/avibactam", "ceftibuten", "ceftolozan/tazobactam"))]))
